Ticker,Date,Revenue,EBITDA,NetIncome,TotalAssets,CommonEquity,EPS,ROA,ROE,LogAssets
WFC,2024-12-30,7831.0,4859.0,11.39,1929845.0,148047.0,1.43,5.90202840124466e-06,7.693502738995049e-05,14.472950246775147
WFC,2025-03-30,8764.0,5998.0,11.64,1950311.0,150595.0,1.39,5.9682789052617765e-06,7.72934028354195e-05,14.48349940500269
WFC,2025-06-29,8419.0,6487.0,12.01,1981269.0,149933.0,1.6,6.061771521181626e-06,8.010244575910573e-05,14.499248106467109
WFC,2025-09-29,9137.0,7172.0,12.13,2062926.0,150295.0,1.66,5.879997634427992e-06,8.070794104926977e-05,14.539635921317943
WFC,2025-12-30,8450.0,5209.0,12.48,2148631.0,150921.0,1.62,5.808349595626238e-06,8.269226946548194e-05,14.580341453110124
XOM,2021-12-30,81305.0,9872.0,14.11,338923.0,27.15,2.06,4.1631875086671605e-05,0.5197053406998159,12.73352822191963
XOM,2022-03-30,87734.0,10806.0,15.78,354771.0,26.93,1.28,4.447939656849066e-05,0.5859636093575937,12.779227789887575
XOM,2022-06-29,111265.0,21439.0,23.16,367774.0,25.41,4.22,6.297345652493107e-05,0.911452184179457,12.815223898060946
XOM,2022-09-29,106512.0,20999.0,29.89,370152.0,23.53,4.7,8.075061055998617e-05,1.2702932426689333,12.82166901107156
XOM,2022-12-30,93164.0,18444.0,30.64,369067.0,20.34,3.07,8.302015623179531e-05,1.5063913470993118,12.818733478356215
XOM,2023-03-30,83644.0,14581.0,33.52,369371.0,20.08,2.79,9.074886766963298e-05,1.669322709163347,12.819556837980649
XOM,2023-06-29,80795.0,10523.0,27.47,363248.0,20.05,1.94,7.562326564771176e-05,1.370074812967581,12.802841075567407
XOM,2023-09-29,88570.0,12411.0,21.31,372259.0,19.88,2.25,5.7245090111991916e-05,1.0719315895372232,12.82734512755419
XOM,2023-12-30,81688.0,9732.0,18.0,376317.0,19.56,1.89,4.783201396694808e-05,0.9202453987730062,12.838187152281792
XOM,2024-03-30,80411.0,10748.0,16.23,377918.0,18.98,2.06,4.2945824226419486e-05,0.8551106427818757,12.842432519851814
XOM,2024-06-29,89986.0,12192.0,14.61,460707.0,15.63,2.14,3.171212940111611e-05,0.9347408829174664,13.040517545078167
XOM,2024-09-29,87792.0,11752.0,14.38,461916.0,15.39,1.93,3.11312013439673e-05,0.9343729694606888,13.043138335351129
XOM,2024-12-30,81058.0,8983.0,14.37,453475.0,15.41,1.72,3.168862671591598e-05,0.9325113562621674,13.02469542022617
XOM,2025-03-30,81058.0,10436.0,14.17,451908.0,13.92,1.76,3.135593970454163e-05,1.0179597701149425,13.021233898274318
XOM,2025-06-29,79477.0,9388.0,11.67,447597.0,14.44,1.64,2.6072560808048312e-05,0.8081717451523546,13.011648552984576
XOM,2025-09-29,83331.0,9910.0,11.31,454340.0,15.67,1.76,2.4893251749790906e-05,0.7217613273771538,13.026601095417211
XOM,2025-12-30,80039.0,8928.0,11.0,448980.0,16.33,1.52,2.4499977727292975e-05,0.6736068585425597,13.01473362230246
